channel_id,alt_category,start_year,views_2017,videos_2017,views_2017_quantile,videos_2017_quantile,views_2018,videos_2018,views_2018_quantile,videos_2018_quantile,views_2019,videos_2019,views_2019_quantile,videos_2019_quantile,monetized_videos,videos,monetized_percentage,avg_no_monetization,median_no_monetization,start_month,monetize_start_abs,monetize_start_rel,videos_with_donation,donation_percentage,videos_with_crypto,crypto_percentage,videos_with_merch_others,merch_others_percentage,videos_with_merch_channel,merch_channel_percentage
UCo4KXTfs6xXL5JvUIf3321A,None,2015,1087115.0,157.0,3,4,2444588.0,154.0,3,4,867963.0,61.0,3,3,42.0,547,0.07678244972577697,0.07678244972577697,0.0,114,138.0,24.0,41.0,0.07495429616087751,0.0,0.0,1.0,0.0018281535648994515,0.0,0.0
UCvF7Ll_WOgQWOw0KZJsVNXQ,Manosphere,2015,1572226.0,335.0,3,4,2229128.0,271.0,3,4,1700413.0,75.0,3,3,125.0,1312,0.09527439024390244,0.5967987804878049,0.0,113,117.0,4.0,69.0,0.052591463414634144,0.0,0.0,56.0,0.042682926829268296,48.0,0.036585365853658534
UCuOJJW98oqzjE2UuqTEPlHQ,None,2015,592667.0,44.0,2,3,248262.0,42.0,1,2,16008.0,10.0,0,1,164.0,197,0.8324873096446701,0.8477157360406091,1.0,119,119.0,0.0,97.0,0.49238578680203043,0.0,0.0,69.0,0.350253807106599,0.0,0.0
UCwWkbMqbsawHFyfeGEHb8mA,Manosphere,2015,498439.0,58.0,2,3,71751.0,42.0,1,2,3284.0,7.0,0,1,1.0,117,0.008547008547008548,0.008547008547008548,0.0,110,147.0,37.0,0.0,0.0,0.0,0.0,1.0,0.008547008547008548,0.0,0.0
UCHzIUWthRvgiVho7s4-6tSQ,None,2012,3545239.0,317.0,3,4,496231.0,144.0,2,4,144026.0,79.0,1,3,0.0,1251,0.0,0.0,0.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCwX9Rh2T0LiDPqJNvLGpGlg,Manosphere,2012,2464531.0,131.0,3,4,1127380.0,221.0,2,4,126757.0,70.0,1,3,656.0,778,0.8431876606683805,5.236503856041131,6.0,80,81.0,1.0,530.0,0.6812339331619537,0.0,0.0,281.0,0.36118251928020567,654.0,0.8406169665809768
UCCRAOPg2BSFKAobJ6so-ZFg,None,2013,7449018.0,278.0,4,4,1905895.0,169.0,3,4,3059716.0,62.0,3,3,2.0,755,0.0026490066225165563,0.0026490066225165563,0.0,92,140.0,48.0,2.0,0.0026490066225165563,0.0,0.0,0.0,0.0,0.0,0.0
UCwd_sSDZ8EQt6SEeOO2tBRA,Manosphere,2013,4765449.0,141.0,4,4,4079869.0,151.0,3,4,1033144.0,54.0,3,3,543.0,545,0.9963302752293578,5.218348623853211,4.0,87,87.0,0.0,543.0,0.9963302752293578,0.0,0.0,133.0,0.24403669724770644,35.0,0.06422018348623854
UCF8rlWwlVHz_5jGYnEN4MLA,None,2016,1005665.0,95.0,2,4,72716.0,98.0,1,3,14064.0,37.0,0,2,17.0,257,0.06614785992217899,0.12062256809338522,0.0,126,136.0,10.0,5.0,0.019455252918287938,0.0,0.0,12.0,0.04669260700389105,0.0,0.0
UCwtGHPbMWBRvfGCyDQ-bNfQ,Manosphere,2016,724131.0,264.0,2,4,126317.0,105.0,1,3,7404.0,24.0,0,2,0.0,412,0.0,0.0,0.0,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCa5kmZ6Cd4moMO6k58jo-3g,None,2018,0.0,0.0,0,0,68772.0,182.0,1,4,707232.0,127.0,2,4,222.0,309,0.7184466019417476,3.6084142394822005,3.0,151,152.0,1.0,42.0,0.13592233009708737,0.0,0.0,222.0,0.7184466019417476,82.0,0.26537216828478966
UCxBZXHQ2aTr8Bdw8s5ZY4xQ,Alt-right,2018,0.0,0.0,0,0,237302.0,143.0,1,4,156535.0,101.0,2,4,3.0,244,0.012295081967213115,0.012295081967213115,0.0,148,157.0,9.0,2.0,0.00819672131147541,0.0,0.0,1.0,0.004098360655737705,0.0,0.0
UCS71OCLiSWWpOlgtI9DFcOA,None,2017,544893.0,130.0,2,4,821809.0,361.0,2,4,20909.0,34.0,1,2,0.0,525,0.0,0.0,0.0,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCxJiYMtouGpvAdeZyZoHGZg,Manosphere,2017,685193.0,131.0,2,4,412537.0,146.0,2,4,73081.0,31.0,1,2,94.0,308,0.3051948051948052,0.5194805194805194,0.0,136,139.0,3.0,89.0,0.288961038961039,0.0,0.0,4.0,0.012987012987012988,1.0,0.003246753246753247
UCE8E89ekZoQIAOppoTzt4Bw,None,2015,51497.0,16.0,1,2,53410.0,37.0,0,2,15009.0,31.0,0,2,0.0,186,0.0,0.0,0.0,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCxObD2ivFPpq9Akna40s7Fw,Manosphere,2015,40119.0,22.0,1,2,43483.0,44.0,0,2,6831.0,18.0,0,2,0.0,114,0.0,0.0,0.0,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCB9xx4lJjbuuoeBqisPYmVw,None,2018,0.0,0.0,0,0,1420175.0,25.0,2,2,204902.0,8.0,2,1,7.0,33,0.21212121212121213,1.0909090909090908,0.0,149,152.0,3.0,0.0,0.0,0.0,0.0,7.0,0.21212121212121213,0.0,0.0
UCx_SEanFxmYdkylVM1v3RDg,Alt-lite,2018,0.0,0.0,0,0,485439.0,22.0,2,2,362414.0,15.0,2,1,17.0,37,0.4594594594594595,0.918918918918919,0.0,150,151.0,1.0,17.0,0.4594594594594595,0.0,0.0,0.0,0.0,0.0,0.0
UCYBDcyHV2DxXyeCQfnX0gsQ,None,2015,577821.0,39.0,2,3,269548.0,90.0,1,3,0.0,0.0,0,0,0.0,250,0.0,0.0,0.0,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCxcVvBUylGdjCS4jz5PVSag,Manosphere,2015,546228.5,62.0,2,3,236710.0,56.0,1,3,0.0,0.0,0,0,0.0,369,0.0,0.0,0.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCo8e0JMwU3hwrnMjWkl1aOA,None,2011,282042.0,53.0,2,3,620997.0,70.0,2,3,3506.0,11.0,0,1,0.0,281,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCyA6r3k8zMF2axgxVz-qTMA,Manosphere,2011,719457.0,45.0,2,3,541041.0,54.0,2,3,12772.0,7.0,0,1,1.0,236,0.00423728813559322,0.00847457627118644,0.0,71,152.0,81.0,0.0,0.0,0.0,0.0,1.0,0.00423728813559322,0.0,0.0
UC1x4XiKjnt_aonVhDLDxqmw,None,2013,20585218.0,61.0,4,3,15425770.0,69.0,4,3,6880703.0,36.0,4,2,28.0,355,0.07887323943661972,0.10140845070422536,0.0,96,100.0,4.0,0.0,0.0,0.0,0.0,28.0,0.07887323943661972,0.0,0.0
UCyKApv3PvaslEzHR9rwK4_w,Manosphere,2013,21919753.0,92.0,4,3,14931339.0,68.0,4,3,9951484.0,17.0,4,2,5.0,313,0.01597444089456869,0.08306709265175719,0.0,93,121.0,28.0,0.0,0.0,0.0,0.0,5.0,0.01597444089456869,0.0,0.0
UC0QE3QKfOpGwWCtQmNc_V7Q,None,2016,4022164.0,246.0,3,4,104419.0,128.0,1,4,20187.0,32.0,1,2,613.0,736,0.8328804347826086,2.220108695652174,3.0,123,123.0,0.0,613.0,0.8328804347826086,0.0,0.0,0.0,0.0,0.0,0.0
UCyOOQJzQSNMjFJqb3gQENtg,Alt-right,2016,1084232.5,177.0,3,4,399153.0,136.0,1,4,27479.0,22.0,1,2,359.0,365,0.9835616438356164,2.967123287671233,3.0,131,131.0,0.0,359.0,0.9835616438356164,0.0,0.0,1.0,0.0027397260273972603,315.0,0.863013698630137
UCoDLDoYGiTV-gDAUfXO9knA,None,2018,0.0,0.0,0,0,131107.0,31.0,1,2,2583432.0,85.0,3,3,0.0,116,0.0,0.0,0.0,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCyznn3etx_6fSK7576JSrKg,Alt-lite,2018,0.0,0.0,0,0,93803.0,30.0,1,2,2720516.0,82.0,3,3,112.0,112,1.0,5.651785714285714,6.0,155,155.0,0.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
UCtxdF3vgjE_FIOAG9dL-CAw,None,2017,200089.0,89.0,1,3,268930.0,68.0,1,3,329272.0,88.0,2,3,24.0,245,0.09795918367346938,0.09795918367346938,0.0,135,163.0,28.0,24.0,0.09795918367346938,0.0,0.0,0.0,0.0,0.0,0.0
UCz-y9OLmILUM1HGCE4Ffbkw,Alt-lite,2017,56048.0,69.0,1,3,262476.0,111.0,1,3,510543.0,48.0,2,3,206.0,228,0.9035087719298246,1.8070175438596492,2.0,137,137.0,0.0,206.0,0.9035087719298246,0.0,0.0,0.0,0.0,0.0,0.0
UCTxL-i-wqJYpmVFVioj8qug,None,2016,17850647.0,222.0,4,4,11665586.0,158.0,4,4,55861.0,13.0,1,1,157.0,431,0.3642691415313225,1.9071925754060324,0.0,129,130.0,1.0,77.0,0.17865429234338748,0.0,0.0,99.0,0.2296983758700696,0.0,0.0
UCzpGSici-H8VtnhCPp_b3Yg,Manosphere,2016,11080021.0,316.0,4,4,9114696.0,344.0,4,4,23922.0,12.0,1,1,41.0,681,0.06020558002936858,0.1130690161527166,0.0,132,140.0,8.0,12.0,0.01762114537444934,0.0,0.0,29.0,0.042584434654919234,0.0,0.0
UClYUroczibTWtbJ07WMyyBQ,None,2016,260714.0,39.0,2,3,2686110.0,55.0,3,3,2396361.0,36.0,3,2,11.0,132,0.08333333333333333,0.3106060606060606,0.0,121,140.0,19.0,0.0,0.0,0.0,0.0,11.0,0.08333333333333333,0.0,0.0
UCzzLIhDbFYU46T4VFBz_m_g,Alt-lite,2016,878019.0,69.0,2,3,1807079.0,66.0,3,3,1959882.0,34.0,3,2,168.0,175,0.96,6.3428571428571425,6.0,129,133.0,4.0,168.0,0.96,0.0,0.0,4.0,0.022857142857142857,0.0,0.0
